oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
LG,F7250,2004,Discontinued,,115.0,Mini-SIM,"TFT, 65K colors",1.9,"128 x 160 pixels, 12 lines (~108 ppi density)",V1,
LG,C2100,2005,Discontinued,,90.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
LG,G1800,2004,Discontinued,,78.0,Mini-SIM,"STN, 256K colors",1.6,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",V1,
LG,G1610,2005,Discontinued,,83.0,Mini-SIM,"STN, 65K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
LG,G1700,2004,Discontinued,,80.0,Mini-SIM,"STN, 4096 colors",1.6,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",V1,
LG,F2300,2005,Discontinued,,91.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 7 lines",V1,
LG,F2100,2004,Discontinued,,90.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 7 lines",V1,
LG,L3100,2004,Discontinued,,87.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
LG,C1200,2004,Discontinued,,81.0,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,V1,
LG,G1600,2004,Discontinued,,83.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 8 lines, 1:1 ratio",V1,
LG,G7200,2004,Discontinued,,116.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,U8150,2003,Discontinued,,136.0,Mini-SIM,"TFT, 256K colors",,"176 x 220 pixels, 7 lines",V1,
LG,G7070,2003,Discontinued,,95.0,Mini-SIM,"UFB, 65K colors",,"128 x 160 pixels, 7 lines",V1,
LG,G7050,2003,Discontinued,,89.0,Mini-SIM,"STN, 65K colors",,"128 x 160 pixels, 6 lines",V1,
LG,G1500,2004,Discontinued,,80.0,Mini-SIM,Grayscale graphic,,"128 x 64 pixels, 2 lines, 18:9 ratio",V1,
LG,G5310,2003,Discontinued,,85.0,Mini-SIM,"UFB, 65K colors",,"128 x 160 pixels, 7 lines",V1,
LG,W7020,2002,Discontinued,,89.0,Mini-SIM,"STN, 65K colors",,"128 x 160 pixels, 10 lines",V1,
LG,W5200,2002,Discontinued,,80.0,Mini-SIM,"Grayscale graphic, 4 shades",,"128 x 128 pixels, 1:1 ratio",V1,
LG,LG-600,2002,Discontinued,,90.0,Mini-SIM,Monochrome graphic,,128 x 90 pixels,V1,
LG,LG-500,2002,Discontinued,,90.0,Mini-SIM,Monochrome graphic,,128 x 90 pixels,V1,
LG,LG-200,,Discontinued,,80.0,Mini-SIM,Monochrome graphic,,"128 x 64 pixels, 18:9 ratio",V1,
Maxon,MX-C90,2003,Discontinued,,82.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Maxon,MX-C80,2003,Discontinued,,85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Maxon,MX-C180,2003,Discontinued,,85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Maxon,MX-A30,2004,Discontinued,,90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Maxon,MX-C60,2003,Discontinued,,85.0,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 8 lines, 1:1 ratio",V1,
Maxon,MX-C20,2003,Discontinued,,90.0,Mini-SIM,"CSTN, 65K colors",,"128 x 160 pixels, 7 lines",V1,
Maxon,MX-C110,2004,Discontinued,,85.0,Mini-SIM,65K colors,,-,V1,
Maxon,MX-E10,2003,Discontinued,,90.0,Mini-SIM,"TFT, 65K colors",,"176 x 220 pixels, 10 lines",V1,
Maxon,MX-V10,2004,Discontinued,,67.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Maxon,MX-V30,2004,Discontinued,,80.0,Mini-SIM,"TFT, 65K colors",,-,V1,
Maxon,MX-7990,2003,Discontinued,,67.0,Mini-SIM,65K colors,,"128 x 128 pixels, 8 lines, 1:1 ratio",V1,
Maxon,MX-E80,2004,Cancelled,V1,,Mini-SIM,65K colors,,-,V1,
Maxon,MX-7750,2004,Discontinued,,81.0,Mini-SIM,65K colors,,-,V1,
Maxon,MX-C11,2004,Discontinued,,81.0,Mini-SIM,65K colors,,"128 x 128 pixels, 1:1 ratio",V1,
Maxon,MX-C160,2004,Discontinued,,59.0,Mini-SIM,4096 colors,,-,V1,
Maxon,MX-7940,2003,Discontinued,,85.0,Mini-SIM,"UFB, 65K colors",,"128 x 128 pixels, 8 lines, 1:1 ratio",V1,
Maxon,MX-7920,2003,Discontinued,,59.0,Mini-SIM,"Grayscale graphic, 4 shades",,"128 x 128 pixels, 7 lines, 1:1 ratio",V1,
Maxon,MX-7830,2003,Discontinued,,95.0,Mini-SIM,65K colors,,"128 x 160 pixels, 11 lines",V1,
Maxon,MX-7600,2003,Discontinued,,80.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 6 lines",V1,
Maxon,MX-6879,2000,Discontinued,,135.0,Mini-SIM,Monochrome graphic,,4 x 12 chars,V1,
Maxon,MX-6869,2000,Discontinued,,135.0,Mini-SIM,Monochrome graphic,,4 x 12 chars,V1,
Maxon,MX-6815,1999,Discontinued,,96.0,Mini-SIM,Monochrome graphic,,4 x 12 chars,V1,
Maxon,MX-6814,1999,Discontinued,,96.0,Mini-SIM,Monochrome graphic,,4 x 12 chars,V1,
Meizu,17 Pro,2020,Available. Released 2020,,219.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.6,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Meizu,17,2020,Available. Released 2020,,199.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.6,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Meizu,16T,2019,Available. Released 2019,,183.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2232 pixels, 18.5:9 ratio (~382 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Meizu,M10,2019,Available. Released 2019,,184.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Meizu,16s Pro,2019,Available. Released 2019,,166.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.2,"1080 x 2232 pixels, 18.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Meizu,16Xs,2019,Available. Released 2019,,165.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.2,"1080 x 2232 pixels, 18.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Meizu,16s,2019,Available. Released 2019,,165.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.2,"1080 x 2232 pixels, 18.5:9 ratio (~400 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Micromax,A36 Bolt,2014,Discontinued,,,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 65K colors",4.0,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",V1,Android 2.3 (Gingerbread)
Micromax,A28 Bolt,2014,Discontinued,,89.0,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 65K colors",3.5,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",V1,Android 2.3 (Gingerbread)
Micromax,Bolt A62,2013,Discontinued,,85.0,Dual SIM,TFT touchscreen,3.95,"320 x 480 pixels, 3:2 ratio (~146 ppi density)",V1,Android 2.3.5 (Gingerbread)
Micromax,Bolt A35,2013,Discontinued,,89.0,Dual SIM,TFT touchscreen,4.0,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",V1,Android 2.3 (Gingerbread)
Micromax,Bolt A27,2013,Discontinued,,89.0,Dual SIM,TFT touchscreen,3.5,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",V1,Android 2.3 (Gingerbread)
Micromax,GC275,2010,Discontinued,,100.0,Mini-SIM,"TFT, 65K colors",,,V1,
Mitac,MIO Leap G50,2008,Discontinued,,119.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Accelerometer,Windows Mobile 6.1 Professional
Mitac,MIO Leap K1,2008,Discontinued,,125.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.6,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",V1,Windows Mobile 6.1 Professional
Mitac,MIO A701,2005,Discontinued,,150.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.7,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",V1,Microsoft Windows Mobile 5.0 PocketPC
Mitac,MIO 8870,2004,Discontinued,,120.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile 2003 SE Smartphone
Mitac,MIO 8860,2004,Cancelled,V1,,Mini-SIM,"TFT, 256K colors (65K effective)",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Smartphone 2003
Mitsubishi,M750,2003,Discontinued,,102.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
Mitsubishi,M342i,2004,Discontinued,,99.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
Mitsubishi,M341i/M720,2003,Discontinued,,102.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 10 lines",V1,
Mitsubishi,Trium Eclipse,2001,Discontinued,,110.0,Mini-SIM,"CSTN, 256 colors",,120 x 143 pixels,V1,
Mitsubishi,Trium Sirius,2001,Discontinued,,75.0,Mini-SIM,Monochrome graphic,,5 x 13 to 25 chars,V1,
Mitsubishi,Trium Mondo,2000,Discontinued,,200.0,Mini-SIM,"Monochrome resistive touchscreen, 16 shades",,"240 x 320 pixels, 4:3 ratio",V1,Microsoft Windows PocketPC
Motorola,One Fusion+,2020,Available. Released 2020,,210.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Moto G Fast,2020,Available. Released 2020,,189.4,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,"720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Moto E (2020),2020,Available. Released 2020,,185.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Motorola,Moto G Pro,2020,Available. Released 2020,,192.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2300 pixels (~399 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Edge+,2020,Available. Released 2020,,203.0,Nano-SIM,"OLED capacitive touchscreen, 1B colors",6.7,"1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 10
Motorola,Moto G8 Power Lite,2020,Available. Released 2020,,200.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6s (2020),2020,Available. Released 2020,,160.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,Moto G8,2020,Available. Released 2020,,188.3,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,"720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Moto G Stylus,2020,Available. Released 2020,,192.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2300 pixels (~399 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Moto G Power,2020,Available. Released 2020,,199.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2300 pixels (~399 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,Moto G8 Power,2020,Available. Released 2020,,197.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2300 pixels (~399 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 10
Motorola,One Hyper,2019,Available. Released 2020,,210.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Motorola,Razr 2019,2019,Available. Released 2020,,205.0,eSIM,"Foldable P-OLED capacitive touchscreen, 16M colors",6.2,876 x 2142 pixels (~373 ppi density),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto G8 Play,2019,Available. Released 2019,,183.6,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6 Play,2019,Available. Released 2019,,140.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,Moto G8 Plus,2019,Available. Released 2019,,188.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Macro,2019,Available. Released 2019,,186.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6 Plus,2019,Available. Released 2019,,149.7,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,One Zoom,2019,Available. Released 2019,,190.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Action,2019,Available. Released 2019,,176.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto E6,2019,Available. Released 2019,,159.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~296 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4,2019,Available. Released 2019,,165.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Vision,2019,Available. Released 2019,,180.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,XOOM MZ604,2011,Discontinued,,730.0,No,"TFT capacitive touchscreen, 16M colors",10.1,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass",Android 3.0 (Honeycomb)
Motorola,XOOM MZ601,2011,Discontinued,,730.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",10.1,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass",Android 3.0 (Honeycomb)
Motorola,QUENCH,2010,Discontinued,,130.0,Mini-SIM,"TFT capacitive touchscreen, 65K colors",3.1,"320 x 480 pixels, 3:2 ratio (~186 ppi density)","Accelerometer, proximity, compass",Android 1.5 (Cupcake)
Motorola,XT701,2009,Discontinued,,140.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.7,"480 x 854 pixels, 16:9 ratio (~265 ppi density)","Accelerometer, proximity, compass",Android 2.0 (Eclair)
Motorola,A910,2005,Discontinued,,127.0,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",V1,Linux
Motorola,E895,2005,Discontinued,,127.0,Mini-SIM,"TFT, 256K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,Linux
Motorola,E1060,2005,Cancelled,,125.0,Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,
Motorola,C168,2005,Discontinued,,77.0,Mini-SIM,"CSTN, 4096 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,E680i,2005,Discontinued,,133.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.5,"240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,V560,2005,Cancelled,V1,,Mini-SIM,V1,,,V1,
Motorola,V186,2005,Discontinued,,92.0,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,V176,2005,Discontinued,V1,,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
Motorola,C980,2004,Discontinued,,139.0,Mini-SIM,"TFT, 65K colors",1.9,176 x 220 pixels (~148 ppi density),V1,
Motorola,A780,2004,Discontinued,,141.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.5,"240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,C975,2004,Discontinued,,139.0,Mini-SIM,"TFT, 65K colors",1.9,176 x 220 pixels (~148 ppi density),V1,
Motorola,V555,2004,Discontinued,,120.0,Mini-SIM,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",V1,
Motorola,A840,2004,Discontinued,,115.0,Mini-SIM,"TFT, 256K colors",2.2,176 x 220 pixels (~128 ppi density),V1,
Motorola,E398,2004,Discontinued,,108.0,Mini-SIM,"TFT, 65K colors",1.9,"176 x 220 pixels, 8 lines (~148 ppi density)",V1,
Motorola,MPx,2004,Discontinued,,174.0,Mini-SIM,"TFT resistive touchscreen, 65k colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,Microsoft PocketPC 2003 SE
Motorola,MPx100,2004,Cancelled,,130.0,Mini-SIM,"TFT, 65k colors",,"176 x 220 pixels, 9 lines",V1,Microsoft Smartphone 2003
Motorola,V872,2004,Discontinued,,90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,V878,2003,Discontinued,,85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,A925,2003,Discontinued,,210.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,Symbian 7.0
Motorola,A920,2003,Discontinued,,212.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,Symbian 7.0
Motorola,V690,2003,Discontinued,,93.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 9 lines",V1,
Motorola,A835,2003,Discontinued,,157.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
Motorola,T725,2003,Discontinued,,100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720i,2002,Discontinued,,100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720,2002,Discontinued,,100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,V70,2002,Discontinued,,83.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3 lines + prompts, 3:2 ratio",V1,
Motorola,C336,2002,Discontinued,,80.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C332,2002,Discontinued,,84.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C331,2002,Discontinued,,83.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,V60i,2002,Discontinued,,103.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 388,2002,Discontinued,,130.0,Mini-SIM,Monochrome graphic,,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,V60,2001,Discontinued,,109.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 008,2002,Discontinued,,155.0,Mini-SIM,"Monochrome graphics, resistive touchscreen",,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,Timeport 280,2001,Discontinued,,109.0,Mini-SIM,"Monochrome graphic, Optimax",,"128 x 100 pixels, 7 lines x 16 chars",V1,
Motorola,V.box(V100),2000,Discontinued,,83.0,Mini-SIM,Monochrome graphic,,"126 x 64 pixels, 7 lines",V1,
Motorola,StarTAC 130,1998,Discontinued,,95.0,Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC 85,1997,Discontinued,,112.0,Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC Rainbow,1997,Discontinued,,112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75+,1997,Discontinued,,112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75,1997,Discontinued,,112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,SlimLite,1997,Discontinued,,141.0,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Motorola,cd930,1998,Discontinued,,120.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,cd920,1998,Discontinued,,120.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3188,1999,Discontinued,,170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 2 x 12 chars",V1,
Motorola,M3288,1999,Discontinued,,170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3588,1999,Discontinued,,170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3688,1999,Discontinued,,170.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3788,1999,Discontinued,,170.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3888,1999,Discontinued,,170.0,Mini-SIM,Monochrome graphic,,2 x 12 chars,V1,
Motorola,Moto Z4 Force,,Cancelled,,,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4 Play,,Cancelled,,,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.22,"1080 x 2340 pixels, 19.5:9 ratio (~414 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,P40,,Cancelled,,,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,1080 x 2310 pixels (~411 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
NEC,N401i,2005,Discontinued,,90.0,Mini-SIM,65K colors,1.9,176 x 220 pixels (~148 ppi density),V1,
NEC,N343i,2005,Discontinued,,95.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
NEC,N200,2005,Discontinued,,70.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N923,2004,Discontinued,,70.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
NEC,N920,2004,Discontinued,,70.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,e338,2004,Discontinued,,114.0,Mini-SIM,"TFT, 65K colors",2.0,176 x 220 pixels (~141 ppi density),V1,
NEC,e228,2004,Discontinued,,125.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,
NEC,N410i,2004,Discontinued,,118.0,Mini-SIM,"TFT, 65K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N400i,2004,Discontinued,,110.0,Mini-SIM,65K colors,2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N331i,2004,Discontinued,,110.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N830,2004,Discontinued,,110.0,Mini-SIM,"TFT, 65K colors",2.2,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N820,2003,Discontinued,,110.0,Mini-SIM,"TFT, 65K colors",2.2,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
